id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
790, NP_001265203 GeneID:26611 Rcn2,0, No mitochondrial presequence, 69(MPP),-0.058, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
791, NP_031773 GeneID:12858 Cox5a,0.998, Possessing mitochondrial presequence, 36(MPP),0.111, 88-92, 14-23-high, -, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, 
791, NP_031773 GeneID:12858 Cox5a,0.998, Possessing mitochondrial presequence, 37(Icp55*),0.111, 88-92, 14-23-high, -, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, 
792, NP_062753 GeneID:13070 Cyp11a1,0.991, Possessing mitochondrial presequence, 44(MPP),0.114, 59-63, 8-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
793, NP_081366 GeneID:69478 2300009A05Rik,0.881, Possessing mitochondrial presequence, 45(MPP),0.133, , 4-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
794, NP_001037854 GeneID:270166 Clpx,0.681, Possessing mitochondrial presequence, 16(MPP),0.062, 13-17, 15-28-high, 15-20, -, -, -, -, -, -, -, -, -, -, -, -, -, 
794, NP_001037854 GeneID:270166 Clpx,0.681, Possessing mitochondrial presequence, 24(Oct1),0.062, 13-17, 15-28-high, 15-20, -, -, -, -, -, -, -, -, -, -, -, -, -, 
795, NP_035932 GeneID:270166 Clpx,0.682, Possessing mitochondrial presequence, 16(MPP),0.062, 13-17, 15-28-high, 15-20, -, -, -, -, -, -, -, -, -, -, -, -, -, 
795, NP_035932 GeneID:270166 Clpx,0.682, Possessing mitochondrial presequence, 24(Oct1),0.062, 13-17, 15-28-high, 15-20, -, -, -, -, -, -, -, -, -, -, -, -, -, 
796, NP_081410 GeneID:69606 Mtfmt,0.368, No mitochondrial presequence, 19(MPP),0.263," 3-7,8-12,60-64", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
797, NP_766041 GeneID:208084 Pif1,0, No mitochondrial presequence, 93(MPP),0.032," 50-54,86-90,90-94", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
798, NP_109642 GeneID:80907 Lactb,0.33, No mitochondrial presequence, 26(MPP),0.115, 1-5, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
799, NP_080934 GeneID:68291 Mto1,0.996, Possessing mitochondrial presequence, 24(MPP),0.25, , 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
800, NP_034075 GeneID:12866 Cox7a2,0.994, Possessing mitochondrial presequence, 15(MPP),0.2, , 8-17-high, -, -, -, -, -, -," 1-6,7-12", -, -, 6-11, -, -, -, -, 
800, NP_034075 GeneID:12866 Cox7a2,0.994, Possessing mitochondrial presequence, 23(Oct1),0.2, , 8-17-high, -, -, -, -, -, -," 1-6,7-12", -, -, 6-11, -, -, -, -, 
801, NP_848853 GeneID:244954 Prss35,0, No mitochondrial presequence, 94(MPP),-0.117, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
801, NP_848853 GeneID:244954 Prss35,0, No mitochondrial presequence, 95(Icp55*),-0.117, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
802, NP_001122073 GeneID:100039707 Gm2382,0.127, No mitochondrial presequence, 23(MPP),0.217, , 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
802, NP_001122073 GeneID:100039707 Gm2382,0.127, No mitochondrial presequence, 24(Icp55*),0.217, , 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
803, NP_081105 GeneID:107885 Mthfs,0.128, No mitochondrial presequence, 23(MPP),0.217, , 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
803, NP_081105 GeneID:107885 Mthfs,0.128, No mitochondrial presequence, 24(Icp55*),0.217, , 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
804, NP_620095 GeneID:192287 Slc25a36,0.005, No mitochondrial presequence, 34(MPP),0.029," 7-11,56-60,67-71", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
805, NP_079761 GeneID:64655 Mrps22,0.992, Possessing mitochondrial presequence, 52(MPP),0.173," 20-24,74-78", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
805, NP_079761 GeneID:64655 Mrps22,0.992, Possessing mitochondrial presequence, 53(Icp55*),0.173," 20-24,74-78", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
806, NP_080111 GeneID:66904 Pccb,0.953, Possessing mitochondrial presequence, 29(MPP),0.138, , 18-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
807, NP_444389 GeneID:94062 Mrpl3,0.869, Possessing mitochondrial presequence, 40(MPP),0.125, , 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
808, NP_777271 GeneID:235582 Glyctk,0.875, Possessing mitochondrial presequence, 58(MPP),0.052, 86-90, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
808, NP_777271 GeneID:235582 Glyctk,0.875, Possessing mitochondrial presequence, 59(Icp55*),0.052, 86-90, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
809, NP_001034675 GeneID:235582 Glyctk,0.875, Possessing mitochondrial presequence, 58(MPP),0.052, 86-90, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
809, NP_001034675 GeneID:235582 Glyctk,0.875, Possessing mitochondrial presequence, 59(Icp55*),0.052, 86-90, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
810, NP_945149 GeneID:67905 Ppm1m,0.05, No mitochondrial presequence, 43(MPP),0.07, 35-39, 20-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
811, NP_065584 GeneID:11655 Alas1,0.997, Possessing mitochondrial presequence, 47(MPP),0.128, 33-37, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
811, NP_065584 GeneID:11655 Alas1,0.997, Possessing mitochondrial presequence, 55(Oct1),0.128, 33-37, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
812, NP_080723 GeneID:67905 Ppm1m,0.155, No mitochondrial presequence, 39(MPP),0.179, 91-95, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
813, NP_598745 GeneID:69536 Hemk1,0.111, No mitochondrial presequence, 20(MPP),0.2," 49-53,69-73", 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
814, NP_032186 GeneID:14775 Gpx1,0.003, No mitochondrial presequence, 53(MPP),0.038, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
814, NP_032186 GeneID:14775 Gpx1,0.003, No mitochondrial presequence, 54(Icp55*),0.038, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
815, NP_001013836 GeneID:434437 Amt,0.744, Possessing mitochondrial presequence, 25(MPP),0.12," 1-5,81-85", 1-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
815, NP_001013836 GeneID:434437 Amt,0.744, Possessing mitochondrial presequence, 26(Icp55*),0.12," 1-5,81-85", 1-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
816, NP_075736 GeneID:66706 Ndufaf3,0.453, Possessing mitochondrial presequence, 32(MPP),0.219, 22-26, 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
817, NP_065266 GeneID:57279 Slc25a20,0.025, No mitochondrial presequence, 38(MPP),0.026, , 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
818, NP_079683 GeneID:22273 Uqcrc1,0.837, Possessing mitochondrial presequence, 34(MPP),0.176," 6-10,93-97", 6-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
819, NP_079965 GeneID:66658 Ccdc51,0.689, Possessing mitochondrial presequence, 35(MPP),0.086," 10-14,16-20", 13-22-high, -, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, 
820, NP_666342 GeneID:235674 Acaa1b,0.175, No mitochondrial presequence, 15(MPP),0.133, 8-12, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
821, NP_570934 GeneID:113868 Acaa1a,0.432, Possessing mitochondrial presequence, 30(MPP),0.067, 8-12, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
822, NP_766044 GeneID:208194 Exog,0.72, Possessing mitochondrial presequence, 42(MPP),0.143, 90-94, 3-12-low, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
823, NP_001165607 GeneID:208194 Exog,0.005, No mitochondrial presequence, 68(MPP),0.074, , 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
824, NP_659042 GeneID:208638 Slc25a38,0.006, No mitochondrial presequence, 27(MPP),0.037," 47-51,94-98", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
825, NP_062788 GeneID:56295 Higd1a,0, No mitochondrial presequence, 65(MPP),0.077, , 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
826, NP_694808 GeneID:102436 Lars2,0.545, Possessing mitochondrial presequence, 38(MPP),0.132," 28-32,58-62", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
827, NP_766366 GeneID:109731 Maob,0.009, No mitochondrial presequence, 43(MPP),0.023," 19-23,68-72,85-89,88-92", 18-27-low, -, -, -, -, 19-24, -, -, -, -, -, -, -, -, -, 
827, NP_766366 GeneID:109731 Maob,0.009, No mitochondrial presequence, 44(Icp55*),0.023," 19-23,68-72,85-89,88-92", 18-27-low, -, -, -, -, 19-24, -, -, -, -, -, -, -, -, -, 
828, NP_080949 GeneID:68316 Apoo,0.069, No mitochondrial presequence, 21(MPP),0.143," 1-5,89-93", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
828, NP_080949 GeneID:68316 Apoo,0.069, No mitochondrial presequence, 22(Icp55*),0.143," 1-5,89-93", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
829, NP_001186266 GeneID:68316 Apoo,0.037, No mitochondrial presequence, 35(MPP),0.057, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
829, NP_001186266 GeneID:68316 Apoo,0.037, No mitochondrial presequence, 36(Icp55*),0.057, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
830, NP_001186268 GeneID:68316 Apoo,0, No mitochondrial presequence, 35(MPP),-0.086, 55-59, 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
831, NP_001186267 GeneID:68316 Apoo,0, No mitochondrial presequence, 35(MPP),-0.086, 55-59, 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
832, NP_776101 GeneID:17161 Maoa,0, No mitochondrial presequence, 52(MPP),0, 28-32, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
832, NP_776101 GeneID:17161 Maoa,0, No mitochondrial presequence, 53(Icp55*),0, 28-32, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
833, NP_082334 GeneID:72018 Fundc1,0, No mitochondrial presequence, 30(MPP),-0.167," 33-37,71-75", 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
834, NP_036149 GeneID:26926 Aifm1,0.244, No mitochondrial presequence, 21(MPP),0.19, , 11-22-low, -, -, -, -, -, -, 18-23, -, -, -, -, -, -, -, 
835, NP_035528 GeneID:20523 Slc25a14,0.049, No mitochondrial presequence, 14(MPP),0.071," 84-88,88-92", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
836, NP_001159922 GeneID:20523 Slc25a14,0.027, No mitochondrial presequence, 14(MPP),0.071," 87-91,91-95", 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
837, NP_997609 GeneID:14933 Gyk,0.179, No mitochondrial presequence, 25(MPP),0.08, 4-8, 8-18-low, -, -, -, -, -, -, -, -, 2-7, -, 1-6, -, -, -, 
838, NP_032220 GeneID:14933 Gyk,0.182, No mitochondrial presequence, 25(MPP),0.08, 4-8, 8-18-low, -, -, -, -, -, -, -, -, 2-7, -, 1-6, -, -, -, 
839, NP_033722 GeneID:11306 Abcb7,0.561, Possessing mitochondrial presequence, 47(MPP),0.106," 27-31,80-84", 17-26-low, -, 7-12, -, -, -, 5-10, -, -, -, 4-9, -, -, -, -, 
840, NP_080841 GeneID:68117 Apool,0.053, No mitochondrial presequence, 64(MPP),0.047, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
840, NP_080841 GeneID:68117 Apool,0.053, No mitochondrial presequence, 65(Icp55*),0.047, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
841, NP_997508 GeneID:50790 Acsl4,0.007, No mitochondrial presequence, 46(MPP),0.13," 79-83,83-87", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
842, NP_062350 GeneID:50790 Acsl4,0.003, No mitochondrial presequence, 20(MPP),0.25," 38-42,42-46,74-78", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
843, NP_001028772 GeneID:50790 Acsl4,0.003, No mitochondrial presequence, 20(MPP),0.25," 38-42,42-46,74-78", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
844, NP_035721 GeneID:21855 Timm17b,0, No mitochondrial presequence, 7(MPP),-0.286, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
845, NP_032795 GeneID:18416 Otc,0.724, Possessing mitochondrial presequence, 24(MPP),0.167, 22-26, 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
846, NP_001094954 GeneID:245347 Gm4984,0.027, No mitochondrial presequence, 79(MPP),0.076, 68-72, 7-16-high, -, -, -, -, -, -, -, -, -, -, 5-10, -, -, -, 
847, NP_062308 GeneID:104130 Ndufb11,0.98, Possessing mitochondrial presequence, 29(MPP),0.172," 2-6,9-13", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
848, NP_031477 GeneID:11740 Slc25a5,0.007, No mitochondrial presequence, 81(MPP),0.062, 78-82, 1-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
849, NP_001078966 GeneID:194744 Slc25a43,0.389, Possessing mitochondrial presequence, 92(MPP),0.098," 76-80,90-94", 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
850, NP_062316 GeneID:54405 Ndufa1,0.029, No mitochondrial presequence, 41(MPP),0.073, 57-61, 1-10-low, -, -, -, -, -, -, -, -, 24-29, -, -, -, -, -, 
851, NP_032349 GeneID:15929 Idh3g,0.566, Possessing mitochondrial presequence, 38(MPP),0.132," 2-6,12-16,30-34,77-81", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
852, NP_031461 GeneID:11666 Abcd1,0.092, No mitochondrial presequence, 18(MPP),0.222," 29-33,67-71,72-76,78-82,83-87", 4-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
853, NP_034969 GeneID:17763 Mtcp1,0.01, No mitochondrial presequence, 42(MPP),0.071," 14-18,35-39", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, 14-19, -, 
854, NP_080402 GeneID:67391 Fundc2,0, No mitochondrial presequence, 30(MPP),0.033," 28-32,66-70", 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
855, NP_001034462 GeneID:17763 Mtcp1,0, No mitochondrial presequence, 28(MPP),-0.107, , 4-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
856, NP_663605 GeneID:236900 Pdk3,0.656, Possessing mitochondrial presequence, 57(MPP),0.123, 4-8, 4-13-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
857, NP_079655 GeneID:66142 Cox7b,0.991, Possessing mitochondrial presequence, 24(MPP),0.167, , 4-13-high, -, -, -, -, -, -, 4-9, -, -, -, -, -, -, -, 
858, NP_444344 GeneID:93728 Pabpc5,0, No mitochondrial presequence, 45(MPP),0.067," 14-18,45-49", 20-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
859, NP_001161467 GeneID:215201 Trmt2b,0.029, No mitochondrial presequence, 38(MPP),0.079, 35-39, 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
860, NP_001161466 GeneID:215201 Trmt2b,0.031, No mitochondrial presequence, 38(MPP),0.079, 35-39, 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
861, NP_766128 GeneID:215201 Trmt2b,0.031, No mitochondrial presequence, 38(MPP),0.079, 35-39, 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
862, NP_038926 GeneID:30058 Timm8a1,0, No mitochondrial presequence, 32(MPP),-0.062," 19-23,44-48,67-71", 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
863, NP_001075881 GeneID:67062 Slc25a53,0.017, No mitochondrial presequence, 58(MPP),0.017," 31-35,88-92", 16-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
864, NP_001107651 GeneID:67062 Slc25a53,0.042, No mitochondrial presequence, 80(MPP),0.025, 48-52, 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
865, NP_033783 GeneID:11656 Alas2,0.872, Possessing mitochondrial presequence, 38(MPP),0.105," 22-26,85-89", 21-30-high, -, -, -, -, -, -, -, 25-30, -, 6-11, -, -, -, -, 
866, NP_084219 GeneID:77622 Apex2,0.042, No mitochondrial presequence, 33(MPP),0.091," 1-5,31-35", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
867, NP_001095916 GeneID:11656 Alas2,0.893, Possessing mitochondrial presequence, 38(MPP),0.105," 22-26,70-74", 21-30-high, -, -, -, -, -, -, -, 25-30, -, 6-11, -, -, -, -, 
868, NP_058043 GeneID:15108 Hsd17b10,0.911, Possessing mitochondrial presequence, 30(MPP),0.133, 27-31, 6-15-high, -, -, -, -, -, 4-9, -, -, -, 3-8, -, -, -, -, 
869, NP_062710 GeneID:56360 Acot9,0.996, Possessing mitochondrial presequence, 21(MPP),0.238," 1-5,5-9", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
869, NP_062710 GeneID:56360 Acot9,0.996, Possessing mitochondrial presequence, 22(Icp55*),0.238," 1-5,5-9", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
870, NP_058044 GeneID:53381 Prdx4,0.012, No mitochondrial presequence, 35(MPP),0.143, , 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
871, NP_032836 GeneID:18597 Pdha1,1, Possessing mitochondrial presequence, 29(MPP),0.207," 1-5,8-12,20-24,64-68,90-94", 1-12-high, -, -, -, -, -, -, -, -, -, -, -, 7-12, -, -, 
871, NP_032836 GeneID:18597 Pdha1,1, Possessing mitochondrial presequence, 30(Icp55*),0.207," 1-5,8-12,20-24,64-68,90-94", 1-12-high, -, -, -, -, -, -, -, -, -, -, -, 7-12, -, -, 
872, NP_851832 GeneID:56078 Car5b,0.832, Possessing mitochondrial presequence, 33(MPP),0.182," 20-24,25-29,92-96", 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
873, NP_032248 GeneID:15159 Hccs,0, No mitochondrial presequence, 37(MPP),0.054, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
874, NP_659071 GeneID:216001 Micu1,0.578, Possessing mitochondrial presequence, 19(MPP),0.053, , 15-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
875, NP_001035988 GeneID:50493 Txnrd1,0.028, No mitochondrial presequence, 65(MPP),0.077, 47-51, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
876, NP_001136276 GeneID:380660 Acss3,0.165, No mitochondrial presequence, 48(MPP),0.167, 72-76, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
876, NP_001136276 GeneID:380660 Acss3,0.165, No mitochondrial presequence, 49(Icp55*),0.167, 72-76, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
877, NP_081134 GeneID:68876 Xrcc6bp1,0, No mitochondrial presequence, 22(MPP),-0.045, 65-69, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
878, NP_758512 GeneID:270685 Mthfd1l,0.815, Possessing mitochondrial presequence, 35(MPP),0.171, , 5-14-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
879, NP_001164257 GeneID:270685 Mthfd1l,0.815, Possessing mitochondrial presequence, 35(MPP),0.171, , 5-14-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
880, NP_001164256 GeneID:270685 Mthfd1l,0.815, Possessing mitochondrial presequence, 35(MPP),0.171, , 5-14-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
881, NP_082880 GeneID:73681 Trmt11,0.058, No mitochondrial presequence, 67(MPP),0.015," 7-11,95-99", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
882, NP_665686 GeneID:215951 Lace1,0.89, Possessing mitochondrial presequence, 30(MPP),0.167, 44-48, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
883, NP_570962 GeneID:170728 Rtn4ip1,0.9, Possessing mitochondrial presequence, 32(MPP),0.219, , 8-24-high, -, -, -, -, -, -, 3-8, -, -, -, 17-22, -, -, -, 
883, NP_570962 GeneID:170728 Rtn4ip1,0.9, Possessing mitochondrial presequence, 40(Oct1),0.219, , 8-24-high, -, -, -, -, -, -, 3-8, -, -, -, 17-22, -, -, -, 
884, NP_082048 GeneID:71365 Pdss2,0.715, Possessing mitochondrial presequence, 41(MPP),0.098," 57-61,85-89", 3-14-high, -, -, -, -, -, -, -, -, -, 25-30, -, -, -, -, 
885, NP_001161761 GeneID:71365 Pdss2,0.71, Possessing mitochondrial presequence, 41(MPP),0.098," 57-61,85-89", 3-14-high, -, -, -, -, -, -, -, -, -, 25-30, -, -, -, -, 
886, NP_001028431 GeneID:215999 Mcu,0.253, No mitochondrial presequence, 49(MPP),0.102, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
887, NP_722474 GeneID:71361 Aifm2,0, No mitochondrial presequence, 55(MPP),-0.018, 11-15, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
888, NP_001034283 GeneID:71361 Aifm2,0, No mitochondrial presequence, 55(MPP),-0.018, 11-15, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
889, NP_835159 GeneID:71361 Aifm2,0, No mitochondrial presequence, 55(MPP),-0.018, 11-15, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
890, NP_001271229 GeneID:71361 Aifm2,0, No mitochondrial presequence, 55(MPP),-0.018, 11-15, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
891, NP_705771 GeneID:216188 Aldh1l2,0.989, Possessing mitochondrial presequence, 11(MPP),0.182, , 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
891, NP_705771 GeneID:216188 Aldh1l2,0.989, Possessing mitochondrial presequence, 19(Oct1),0.182, , 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
892, NP_001140162 GeneID:212862 Chpt1,0.13, No mitochondrial presequence, 28(MPP),0.143," 10-14,13-17", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
893, NP_659056 GeneID:212862 Chpt1,0.142, No mitochondrial presequence, 28(MPP),0.143," 10-14,13-17", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
894, NP_941038 GeneID:380660 Acss3,0.147, No mitochondrial presequence, 48(MPP),0.167, 72-76, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
894, NP_941038 GeneID:380660 Acss3,0.147, No mitochondrial presequence, 49(Icp55*),0.167, 72-76, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
895, NP_079619 GeneID:66084 Rmnd1,0.598, Possessing mitochondrial presequence, 32(MPP),0.125, 86-90, 1-10-high, -, -, -, -, -, -, 5-10, -, -, -, -, -, -, -, 
896, NP_780583 GeneID:108853 Mtrf1l,0.989, Possessing mitochondrial presequence, 17(MPP),0.294," 9-13,14-18,60-64,85-89", 4-13-high, -, -, -, -, -, -, -, -, 12-17, -, -, -, -, -, 
896, NP_780583 GeneID:108853 Mtrf1l,0.989, Possessing mitochondrial presequence, 25(Oct1),0.294," 9-13,14-18,60-64,85-89", 4-13-high, -, -, -, -, -, -, -, -, 12-17, -, -, -, -, -, 
897, NP_080681 GeneID:67844 Rab32,0, No mitochondrial presequence, 43(MPP),0.023," 23-27,40-44,61-65,89-93", 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
898, NP_080131 GeneID:52665 Echdc1,0.03, No mitochondrial presequence, 37(MPP),0.054," 24-28,58-62", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
899, NP_001103665 GeneID:52665 Echdc1,0.324, No mitochondrial presequence, 14(MPP),0.143," 1-5,35-39,79-83", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
900, NP_080074 GeneID:66847 Hint3,0, No mitochondrial presequence, 36(MPP),-0.111," 33-37,65-69", 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
901, NP_080687 GeneID:67851 1700021F05Rik,0.192, No mitochondrial presequence, 41(MPP),0.122," 19-23,38-42", 17-26-low, -, -, -, -, -, -, -, -, -, -, -, 18-23, -, -, 
902, NP_001074523 GeneID:76563 Qrsl1,0.441, Possessing mitochondrial presequence, 59(MPP),0.051, , 2-13-high, -, -, -, -, -, -, 23-28, -, -, -, -, -, -, -, 
903, NP_082188 GeneID:71767 Tysnd1,0.01, No mitochondrial presequence, 59(MPP),0.051, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
904, NP_001259020 GeneID:71767 Tysnd1,0.011, No mitochondrial presequence, 59(MPP),0.051, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
905, NP_001259019 GeneID:71767 Tysnd1,0.011, No mitochondrial presequence, 59(MPP),0.051, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
906, NP_001259021 GeneID:71767 Tysnd1,0.011, No mitochondrial presequence, 59(MPP),0.051, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
907, NP_034568 GeneID:15275 Hk1,0, No mitochondrial presequence, 8(MPP),0.125, 26-30, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
908, NP_001139572 GeneID:15275 Hk1,0.003, No mitochondrial presequence, 43(MPP),-0.023, 22-26, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
909, NP_852088 GeneID:338359 Supv3l1,0.133, No mitochondrial presequence, 31(MPP),0.161," 28-32,93-97", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
910, NP_796346 GeneID:327762 Dna2,0, No mitochondrial presequence, 29(MPP),-0.207, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
911, NP_780403 GeneID:73132 Slc25a16,0.004, No mitochondrial presequence, 70(MPP),0.057, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
