id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
951, NP_001245390 GeneID:10922 FASTK,0, No mitochondrial presequence, 38(MPP),0.079," 35-39,85-89", 1-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
952, NP_005683 GeneID:10061 ABCF2,0, No mitochondrial presequence, 72(MPP),0.028," 65-69,69-73", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
953, NP_009120 GeneID:10061 ABCF2,0, No mitochondrial presequence, 72(MPP),0.028," 65-69,69-73", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
954, NP_001001795 GeneID:414919 C8orf82,0.424, Possessing mitochondrial presequence, 10(MPP),0.1, , 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
954, NP_001001795 GeneID:414919 C8orf82,0.424, Possessing mitochondrial presequence, 11(Icp55*),0.1, , 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
955, NP_036463 GeneID:4482 MSRA,0.697, Possessing mitochondrial presequence, 81(MPP),0.049, , 13-22-high, -, -, -, -, -, -, 13-18, -, -, 12-17, -, -, -, -, 
956, NP_001129143 GeneID:4482 MSRA,0, No mitochondrial presequence, 38(MPP),0," 75-79,90-94", 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
957, NP_001129142 GeneID:4482 MSRA,0.721, Possessing mitochondrial presequence, 81(MPP),0.037," 78-82,93-97", 13-22-high, -, -, -, -, -, -, 13-18, -, -, 12-17, -, -, -, -, 
958, NP_001186658 GeneID:4482 MSRA,0.036, No mitochondrial presequence, 55(MPP),0.036," 52-56,67-71", 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
959, NP_001243413 GeneID:2053 EPHX2,0, No mitochondrial presequence, 20(MPP),0, 39-43, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
960, NP_001243411 GeneID:2053 EPHX2,0, No mitochondrial presequence, 20(MPP),0, 39-43, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
961, NP_001243412 GeneID:2053 EPHX2,0, No mitochondrial presequence, 38(MPP),0.105, 26-30, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
962, NP_001970 GeneID:2053 EPHX2,0, No mitochondrial presequence, 35(MPP),-0.029, 92-96, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
963, NP_001182031 GeneID:2936 GSR,0.964, Possessing mitochondrial presequence, 39(MPP),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
963, NP_001182031 GeneID:2936 GSR,0.964, Possessing mitochondrial presequence, 40(Icp55*),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
964, NP_000628 GeneID:2936 GSR,0.963, Possessing mitochondrial presequence, 39(MPP),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
964, NP_000628 GeneID:2936 GSR,0.963, Possessing mitochondrial presequence, 40(Icp55*),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
965, NP_001182033 GeneID:2936 GSR,0.962, Possessing mitochondrial presequence, 39(MPP),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
965, NP_001182033 GeneID:2936 GSR,0.962, Possessing mitochondrial presequence, 40(Icp55*),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
966, NP_001182032 GeneID:2936 GSR,0.962, Possessing mitochondrial presequence, 39(MPP),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
966, NP_001182032 GeneID:2936 GSR,0.962, Possessing mitochondrial presequence, 40(Icp55*),0.128," 4-8,16-20,19-23,36-40,40-44,80-84", 16-27-high, -, -, 20-25, -, 19-24, -, -, -, -, -, -, -, -, -, 
967, NP_054894 GeneID:29088 MRPL15,0.051, No mitochondrial presequence, 92(MPP),0.207, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
968, NP_055452 GeneID:9650 MTFR1,0.717, Possessing mitochondrial presequence, 35(MPP),0.171," 5-9,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
969, NP_001139311 GeneID:9650 MTFR1,0.709, Possessing mitochondrial presequence, 35(MPP),0.171," 5-9,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
970, NP_001139310 GeneID:9650 MTFR1,0.395, Possessing mitochondrial presequence, 11(MPP),0.273," 5-9,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
971, NP_653251 GeneID:137872 ADHFE1,0.714, Possessing mitochondrial presequence, 19(MPP),0.211, 16-20, 12-22-high, -, -, -, -, -, -, -, 12-17, -, 11-16, -, -, -, -, 
972, NP_057111 GeneID:51110 LACTB2,0.401, Possessing mitochondrial presequence, 43(MPP),0.116, 15-19, 8-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
973, NP_054737 GeneID:28957 MRPS28,0.652, Possessing mitochondrial presequence, 28(MPP),0.143, 16-20, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
974, NP_001273572 GeneID:51001 MTERFD1,0.562, Possessing mitochondrial presequence, 33(MPP),0.182, 8-12, 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
975, NP_057026 GeneID:51001 MTERFD1,0.569, Possessing mitochondrial presequence, 33(MPP),0.182, 8-12, 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
976, NP_060472 GeneID:55074 OXR1,0.012, No mitochondrial presequence, 70(MPP),0.086, 67-71, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
976, NP_060472 GeneID:55074 OXR1,0.012, No mitochondrial presequence, 71(Icp55*),0.086, 67-71, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
977, NP_001185464 GeneID:55074 OXR1,0.139, No mitochondrial presequence, 27(MPP),0.222, 1-5, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
978, NP_001185461 GeneID:55074 OXR1,0, No mitochondrial presequence, 71(MPP),0.099, 68-72, 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
978, NP_001185461 GeneID:55074 OXR1,0, No mitochondrial presequence, 72(Icp55*),0.099, 68-72, 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
979, NP_001185463 GeneID:55074 OXR1,0.102, No mitochondrial presequence, 33(MPP),0.212, 1-5, 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
980, NP_001185462 GeneID:55074 OXR1,0.012, No mitochondrial presequence, 70(MPP),0.086, 67-71, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
980, NP_001185462 GeneID:55074 OXR1,0.012, No mitochondrial presequence, 71(Icp55*),0.086, 67-71, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
981, NP_851999 GeneID:55074 OXR1,0.049, No mitochondrial presequence, 36(MPP),0.083, 19-23, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
982, NP_001245376 GeneID:116447 TOP1MT,0.015, No mitochondrial presequence, 46(MPP),-0.043," 43-47,48-52,53-57", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
983, NP_001245375 GeneID:116447 TOP1MT,0.015, No mitochondrial presequence, 46(MPP),-0.043," 43-47,48-52,53-57", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
984, NP_060831 GeneID:55326 AGPAT5,0.048, No mitochondrial presequence, 37(MPP),0.054, 34-38, 2-11-high, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, -, 
984, NP_060831 GeneID:55326 AGPAT5,0.048, No mitochondrial presequence, 38(Icp55*),0.054, 34-38, 2-11-high, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, -, 
985, NP_057696 GeneID:51312 SLC25A37,0, No mitochondrial presequence, 17(MPP),0.118, 91-95, 9-18-low, -, -, -, -, -, -, -, -, 12-17, -, -, -, -, -, 
986, NP_004322 GeneID:665 BNIP3L,0, No mitochondrial presequence, 89(MPP),-0.09, 71-75, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
987, NP_076930 GeneID:78986 DUSP26,0.551, Possessing mitochondrial presequence, 20(MPP),0.1," 48-52,88-92", 13-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
988, NP_009129 GeneID:11212 PROSC,0.35, No mitochondrial presequence, 42(MPP),0.095, 16-20, 17-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
989, NP_000340 GeneID:6770 STAR,0.823, Possessing mitochondrial presequence, 54(MPP),0.148, 83-87, 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
990, NP_001186589 GeneID:137994 LETM2,0, No mitochondrial presequence, 41(MPP),0.073," 26-30,73-77,94-98", 2-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
991, NP_001186588 GeneID:137994 LETM2,0.014, No mitochondrial presequence, 26(MPP),0.077, , 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
992, NP_653253 GeneID:137994 LETM2,0.012, No mitochondrial presequence, 26(MPP),0.077, , 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
993, NP_001273716 GeneID:137994 LETM2,0, No mitochondrial presequence, 41(MPP),0.073," 26-30,73-77,94-98", 2-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
994, NP_001273748 GeneID:137994 LETM2,0.072, No mitochondrial presequence, 17(MPP),0.118, , 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
995, NP_001273750 GeneID:137994 LETM2,0.078, No mitochondrial presequence, 17(MPP),0.118, , 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
996, NP_005653 GeneID:7419 VDAC3,0, No mitochondrial presequence, 41(MPP),0.049, 10-14, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
997, NP_001129166 GeneID:7419 VDAC3,0, No mitochondrial presequence, 42(MPP),0.048, 10-14, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
998, NP_001266287 GeneID:10434 LYPLA1,0, No mitochondrial presequence, 46(MPP),0.022, , 4-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
999, NP_006321 GeneID:10434 LYPLA1,0, No mitochondrial presequence, 46(MPP),0.022, , 4-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1000, NP_001266289 GeneID:10434 LYPLA1,0, No mitochondrial presequence, 86(MPP),-0.023, , 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1001, NP_001266288 GeneID:10434 LYPLA1,0.047, No mitochondrial presequence, 11(MPP),0.273, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1002, NP_001266286 GeneID:10434 LYPLA1,0, No mitochondrial presequence, 46(MPP),0.022, 53-57, 4-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1003, NP_001266285 GeneID:10434 LYPLA1,0, No mitochondrial presequence, 46(MPP),0.022, , 4-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1004, NP_077276 GeneID:79145 CHCHD7,0.012, No mitochondrial presequence, 72(MPP),0.111," 59-63,88-92", 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1005, NP_001011671 GeneID:79145 CHCHD7,0, No mitochondrial presequence, 26(MPP),-0.038," 47-51,76-80", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1006, NP_001011670 GeneID:79145 CHCHD7,0, No mitochondrial presequence, 34(MPP),0, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1007, NP_001011669 GeneID:79145 CHCHD7,0.005, No mitochondrial presequence, 46(MPP),0.087, , 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1008, NP_001011668 GeneID:79145 CHCHD7,0.004, No mitochondrial presequence, 26(MPP),0.077, 72-76, 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1009, NP_001011667 GeneID:79145 CHCHD7,0.003, No mitochondrial presequence, 26(MPP),0.077, , 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1010, NP_060336 GeneID:54968 TMEM70,0.031, No mitochondrial presequence, 81(MPP),0.099," 59-63,78-82", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1011, NP_001035703 GeneID:54968 TMEM70,0.023, No mitochondrial presequence, 81(MPP),0.099," 59-63,78-82", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1012, NP_061845 GeneID:54332 GDAP1,0, No mitochondrial presequence, 71(MPP),-0.028, 45-49, 17-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1013, NP_001035808 GeneID:54332 GDAP1,0, No mitochondrial presequence, 41(MPP),-0.098, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1014, NP_057117 GeneID:51115 RMDN1,0.997, Possessing mitochondrial presequence, 54(MPP),0.167," 4-8,7-11", 3-12-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
1015, NP_001273636 GeneID:51115 RMDN1,0.997, Possessing mitochondrial presequence, 54(MPP),0.167," 4-8,7-11", 3-12-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
1016, NP_001273648 GeneID:51115 RMDN1,0.997, Possessing mitochondrial presequence, 54(MPP),0.167," 4-8,7-11", 3-12-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
1017, NP_001350 GeneID:1666 DECR1,0.989, Possessing mitochondrial presequence, 24(MPP),0.208, 47-51, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1017, NP_001350 GeneID:1666 DECR1,0.989, Possessing mitochondrial presequence, 25(Icp55*),0.208, 47-51, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1018, NP_001155251 GeneID:54704 PDP1,0.028, No mitochondrial presequence, 95(MPP),0.095, 42-46, 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1018, NP_001155251 GeneID:54704 PDP1,0.028, No mitochondrial presequence, 96(Icp55*),0.095, 42-46, 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1019, NP_060914 GeneID:54704 PDP1,0.995, Possessing mitochondrial presequence, 70(MPP),0.1, 17-21, 6-15-high, -, -, -, -, -, -, -, -, -, -, 24-29, -, -, -, 
1019, NP_060914 GeneID:54704 PDP1,0.995, Possessing mitochondrial presequence, 71(Icp55*),0.1, 17-21, 6-15-high, -, -, -, -, -, -, -, -, -, -, 24-29, -, -, -, 
1020, NP_001155253 GeneID:54704 PDP1,0.995, Possessing mitochondrial presequence, 70(MPP),0.1, 17-21, 6-15-high, -, -, -, -, -, -, -, -, -, -, 24-29, -, -, -, 
1020, NP_001155253 GeneID:54704 PDP1,0.995, Possessing mitochondrial presequence, 71(Icp55*),0.1, 17-21, 6-15-high, -, -, -, -, -, -, -, -, -, -, 24-29, -, -, -, 
1021, NP_001155252 GeneID:54704 PDP1,0.028, No mitochondrial presequence, 95(MPP),0.095, 42-46, 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1021, NP_001155252 GeneID:54704 PDP1,0.028, No mitochondrial presequence, 96(Icp55*),0.095, 42-46, 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1022, NP_689629 GeneID:137682 NDUFAF6,0.225, No mitochondrial presequence, 45(MPP),0.133, 89-93, 9-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1023, NP_001186904 GeneID:7381 UQCRB,0, No mitochondrial presequence, 18(MPP),-0.167, 31-35, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1024, NP_006285 GeneID:7381 UQCRB,0.052, No mitochondrial presequence, 19(MPP),0.158," 17-21,63-67", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1025, NP_001241681 GeneID:7381 UQCRB,0.05, No mitochondrial presequence, 19(MPP),0.158," 17-21,63-67", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1026, NP_005827 GeneID:10247 HRSP12,0.012, No mitochondrial presequence, 30(MPP),0.1," 5-9,65-69", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1027, NP_004365 GeneID:1345 COX6C,0.673, Possessing mitochondrial presequence, 19(MPP),0.211, , 15-24-high, -, -, -, -, -, -, -, -, 14-19, -, -, -, -, -, 
1028, NP_110407 GeneID:81034 SLC25A32,0.054, No mitochondrial presequence, 50(MPP),0.04, 65-69, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1029, NP_055488 GeneID:9694 EMC2,0, No mitochondrial presequence, 29(MPP),0, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1030, NP_054797 GeneID:28998 MRPL13,0.118, No mitochondrial presequence, 39(MPP),0.103," 14-18,46-50", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1031, NP_919267 GeneID:157378 TMEM65,0.963, Possessing mitochondrial presequence, 53(MPP),0.17, 1-5, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1032, NP_004996 GeneID:4715 NDUFB9,0.735, Possessing mitochondrial presequence, 19(MPP),0.105," 16-20,20-24", 18-27-high, -, -, -, -, 16-21, -, -, -, -, -, -, -, -, -, 
1033, NP_001265575 GeneID:4715 NDUFB9,0, No mitochondrial presequence, 32(MPP),-0.031, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1034, NP_001265574 GeneID:4715 NDUFB9,0, No mitochondrial presequence, 19(MPP),-0.053, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1035, NP_000489 GeneID:1585 CYP11B2,0.997, Possessing mitochondrial presequence, 23(MPP),0.13, 49-53, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1036, NP_443195 GeneID:116447 TOP1MT,0.958, Possessing mitochondrial presequence, 34(MPP),0.235," 3-7,96-100", 14-23-low, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
1037, NP_001907 GeneID:1537 CYC1,0.995, Possessing mitochondrial presequence, 27(MPP),0.148, , 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1038, NP_777582 GeneID:203054 ADCK5,0.734, Possessing mitochondrial presequence, 32(MPP),0.156, 47-51, 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1039, NP_004251 GeneID:9401 RECQL4,0, No mitochondrial presequence, 44(MPP),0.045," 14-18,82-86", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1040, NP_056494 GeneID:26995 TRUB2,0.05, No mitochondrial presequence, 52(MPP),0.173, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1041, NP_001186782 GeneID:50808 AK3,0.013, No mitochondrial presequence, 59(MPP),0.017," 1-5,32-36", 18-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1042, NP_001186784 GeneID:50808 AK3,0.013, No mitochondrial presequence, 59(MPP),0.017," 1-5,32-36", 18-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1043, NP_001186781 GeneID:50808 AK3,0.324, No mitochondrial presequence, 89(MPP),0.056," 7-11,62-66", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1044, NP_001186785 GeneID:50808 AK3,0.013, No mitochondrial presequence, 59(MPP),0.017," 1-5,32-36", 18-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1045, NP_057366 GeneID:50808 AK3,0.242, No mitochondrial presequence, 27(MPP),0.148," 7-11,55-59,71-75", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1046, NP_060935 GeneID:55848 PLGRKT,0.13, No mitochondrial presequence, 31(MPP),0.065, 53-57, 5-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1047, NP_000161 GeneID:2731 GLDC,0.996, Possessing mitochondrial presequence, 22(MPP),0.227," 4-8,49-53,53-57", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1048, NP_001152 GeneID:318 NUDT2,0.466, Possessing mitochondrial presequence, 14(MPP),0.214," 2-6,11-15", 15-27-low, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
1049, NP_671701 GeneID:318 NUDT2,0.466, Possessing mitochondrial presequence, 14(MPP),0.214," 2-6,11-15", 15-27-low, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
1050, NP_001231319 GeneID:318 NUDT2,0.466, Possessing mitochondrial presequence, 14(MPP),0.214," 2-6,11-15", 15-27-low, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
1051, NP_671702 GeneID:318 NUDT2,0.466, Possessing mitochondrial presequence, 14(MPP),0.214," 2-6,11-15", 15-27-low, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
1052, NP_001155178 GeneID:2395 FXN,0.996, Possessing mitochondrial presequence, 41(MPP),0.122, 95-99, 1-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1053, NP_001689 GeneID:549 AUH,0.976, Possessing mitochondrial presequence, 66(MPP),0.091, 94-98, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1053, NP_001689 GeneID:549 AUH,0.976, Possessing mitochondrial presequence, 67(Icp55*),0.091, 94-98, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1054, NP_001182751 GeneID:84263 HSDL2,0.296, No mitochondrial presequence, 21(MPP),0.095," 22-26,27-31,85-89", 14-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1055, NP_115679 GeneID:84263 HSDL2,0.293, No mitochondrial presequence, 21(MPP),0.095," 22-26,27-31,85-89", 14-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1056, NP_004090 GeneID:2040 STOM,0, No mitochondrial presequence, 71(MPP),0.056," 53-57,60-64,68-72", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1057, NP_937837 GeneID:2040 STOM,0, No mitochondrial presequence, 87(MPP),0.011," 53-57,65-69", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1058, NP_001257456 GeneID:2040 STOM,0, No mitochondrial presequence, 71(MPP),0.056," 53-57,60-64,68-72", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1059, NP_001257455 GeneID:2040 STOM,0, No mitochondrial presequence, 71(MPP),0.056," 53-57,60-64,68-72", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1060, NP_620132 GeneID:92399 MRRF,0.792, Possessing mitochondrial presequence, 25(MPP),0.16," 7-11,52-56", 9-19-high, -, -, 8-13, -, 7-12, -, -, -, -, -, -, -, -, -, 
1061, NP_001166983 GeneID:92399 MRRF,0.795, Possessing mitochondrial presequence, 25(MPP),0.16," 7-11,52-56,64-68", 9-19-high, -, -, 8-13, -, 7-12, -, -, -, -, -, -, -, -, -, 
1062, NP_954646 GeneID:92399 MRRF,0.782, Possessing mitochondrial presequence, 25(MPP),0.16," 7-11,52-56", 9-19-high, -, -, 8-13, -, 7-12, -, -, -, -, -, -, -, -, -, 
1063, NP_055037 GeneID:4702 NDUFA8,0, No mitochondrial presequence, 77(MPP),0.013," 24-28,63-67", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1064, NP_000746 GeneID:1384 CRAT,0.958, Possessing mitochondrial presequence, 28(MPP),0.179," 47-51,50-54", 5-14-high, -, -, -, -, -, -, 5-10, -, -, 4-9, -, -, -, -, 
1065, NP_001244292 GeneID:1384 CRAT,0.031, No mitochondrial presequence, 70(MPP),0.014," 26-30,29-33", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1066, NP_001128179 GeneID:1757 SARDH,0.735, Possessing mitochondrial presequence, 62(MPP),0.097," 4-8,7-11,82-86", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1067, NP_009032 GeneID:1757 SARDH,0.735, Possessing mitochondrial presequence, 62(MPP),0.097," 4-8,7-11,82-86", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1068, NP_002188 GeneID:48 ACO1,0, No mitochondrial presequence, 41(MPP),0.049, 5-9, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1069, NP_001265281 GeneID:48 ACO1,0, No mitochondrial presequence, 41(MPP),0.049, 5-9, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1070, NP_877416 GeneID:4712 NDUFB6,0.042, No mitochondrial presequence, 59(MPP),0.102," 43-47,47-51,57-61,72-76,81-85", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1071, NP_001186916 GeneID:4712 NDUFB6,0.035, No mitochondrial presequence, 22(MPP),0.136," 43-47,47-51", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1072, NP_002484 GeneID:4712 NDUFB6,0.042, No mitochondrial presequence, 59(MPP),0.102," 43-47,47-51,57-61,72-76,81-85", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1073, NP_038470 GeneID:30968 STOML2,1, Possessing mitochondrial presequence, 28(MPP),0.214," 2-6,55-59", 1-13-low, -, -, 3-8, -, 2-7, -, -, -, -, -, -, -, -, -, 
1074, NP_001273962 GeneID:30968 STOML2,0.5, Possessing mitochondrial presequence, 29(MPP),0.138," 2-6,60-64", 18-27-low, -, -, 3-8, -, 2-7, -, -, -, -, -, -, -, -, -, 
1075, NP_001273960 GeneID:30968 STOML2,1, Possessing mitochondrial presequence, 28(MPP),0.214," 2-6,55-59", 1-13-low, -, -, 3-8, -, 2-7, -, -, -, -, -, -, -, -, -, 
1076, NP_001273961 GeneID:30968 STOML2,0.005, No mitochondrial presequence, 24(MPP),0.083," 4-8,55-59,92-96", 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1077, NP_115982 GeneID:84681 HINT2,0.964, Possessing mitochondrial presequence, 30(MPP),0.167," 14-18,56-60", 6-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1078, NP_036335 GeneID:9380 GRHPR,0.032, No mitochondrial presequence, 48(MPP),0," 6-10,23-27,85-89", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1079, NP_001127956 GeneID:401505 TOMM5,0.003, No mitochondrial presequence, 30(MPP),0.033, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1080, NP_001127957 GeneID:401505 TOMM5,0.003, No mitochondrial presequence, 30(MPP),0.033, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
